epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,4054.46,1.14961,0.62742,0.00208,0.97925,0.95244,0.99062,0.75058,0.93288,0.49967,0.00198,0.00159601,0.00159601,0.00159601
135,4117.22,1.21737,0.58278,0.00208,0.98414,0.93048,0.98861,0.76358,0.88394,0.51925,0.00185,0.00159496,0.00159496,0.00159496
136,4173.16,1.2954,0.59716,0.00214,0.95962,0.96248,0.98847,0.76204,0.91787,0.48163,0.00191,0.00159389,0.00159389,0.00159389
137,4256.25,1.13304,0.51796,0.00195,0.91958,0.95481,0.98385,0.72428,0.97655,0.50742,0.00212,0.00159282,0.00159282,0.00159282
138,4345.43,1.13489,0.54799,0.00191,0.91431,0.95485,0.98482,0.71193,1.00899,0.5154,0.00226,0.00159174,0.00159174,0.00159174
139,4432.52,1.27769,0.59563,0.00212,0.94895,0.94452,0.98661,0.70315,1.06774,0.50454,0.00239,0.00159066,0.00159066,0.00159066
140,4561.45,1.0708,0.56555,0.00187,0.95867,0.96037,0.98799,0.69474,1.10802,0.51072,0.00251,0.00158957,0.00158957,0.00158957
141,4598.02,1.19624,0.57256,0.00208,0.92696,0.95157,0.98558,0.71575,1.01892,0.51302,0.00219,0.00158847,0.00158847,0.00158847
142,4631.94,1.08277,0.54798,0.00203,0.96016,0.93191,0.98768,0.74709,0.92279,0.47239,0.00188,0.00158736,0.00158736,0.00158736
143,4666.12,1.13958,0.49747,0.00188,0.933,0.96303,0.98738,0.7569,0.90061,0.47557,0.00188,0.00158624,0.00158624,0.00158624
144,4704.04,1.01921,0.50396,0.0018,0.91785,0.96549,0.98663,0.76532,0.87879,0.48967,0.00185,0.00158512,0.00158512,0.00158512
145,4743.91,1.10075,0.51499,0.00171,0.90563,0.99439,0.98893,0.75474,0.92618,0.4852,0.00194,0.00158399,0.00158399,0.00158399
146,4778,1.07572,0.52583,0.00173,0.95856,0.95823,0.98989,0.77198,0.8777,0.44649,0.00185,0.00158286,0.00158286,0.00158286
147,4812.49,1.02924,0.54326,0.00178,0.96318,0.93439,0.98817,0.75801,0.92761,0.46751,0.00198,0.00158171,0.00158171,0.00158171
148,4846.91,1.09918,0.48727,0.002,0.97477,0.93324,0.98932,0.76705,0.88245,0.44992,0.00187,0.00158056,0.00158056,0.00158056
149,4881.53,1.04904,0.52293,0.00175,0.95597,0.96356,0.98522,0.77099,0.85606,0.45103,0.00184,0.0015794,0.0015794,0.0015794
150,4915.65,1.06507,0.50297,0.00207,0.95079,0.95103,0.99045,0.76393,0.88405,0.47461,0.00194,0.00157824,0.00157824,0.00157824
151,4950.73,1.09237,0.55697,0.00186,0.93296,0.94959,0.98731,0.74437,0.90521,0.50085,0.00196,0.00157706,0.00157706,0.00157706
152,4986.47,1.03046,0.49758,0.00168,0.95093,0.96809,0.98952,0.75029,0.89386,0.51437,0.00188,0.00157588,0.00157588,0.00157588
153,5021.34,1.04376,0.48131,0.00182,0.93683,0.97364,0.99068,0.76189,0.81577,0.46487,0.00167,0.00157469,0.00157469,0.00157469
154,5056.27,1.04416,0.50566,0.00173,0.91978,0.96067,0.98908,0.74162,0.92836,0.48897,0.00186,0.0015735,0.0015735,0.0015735
155,5091.36,1.19769,0.61949,0.00209,0.94192,0.98003,0.99089,0.74553,0.93873,0.45379,0.00192,0.0015723,0.0015723,0.0015723
156,5126.24,1.06121,0.48938,0.00173,0.97988,0.93619,0.99057,0.76311,0.85084,0.41143,0.0018,0.00157109,0.00157109,0.00157109
157,5160.73,1.12612,0.51284,0.00185,0.94102,0.96844,0.99094,0.73693,0.9557,0.44332,0.00204,0.00156987,0.00156987,0.00156987
158,5195.38,1.13934,0.53314,0.00192,0.977,0.93237,0.99024,0.73517,0.96209,0.45054,0.00209,0.00156865,0.00156865,0.00156865
159,5230.22,1.08038,0.48239,0.00187,0.95352,0.96244,0.99089,0.73897,0.98048,0.46123,0.00214,0.00156742,0.00156742,0.00156742
160,5302.8,1.09641,0.47509,0.00192,0.979,0.94742,0.9905,0.72565,1.01765,0.47169,0.0022,0.00156618,0.00156618,0.00156618
161,5362.84,1.15986,0.53463,0.00189,0.94236,0.98091,0.98822,0.74918,0.94708,0.47869,0.00203,0.00156493,0.00156493,0.00156493
162,5481.82,1.05276,0.45872,0.00183,0.94902,0.97141,0.98969,0.76101,0.90922,0.45345,0.00196,0.00156368,0.00156368,0.00156368
163,5534.03,1.1964,0.51254,0.00193,0.94555,0.98876,0.98941,0.7612,0.90142,0.42873,0.00197,0.00156242,0.00156242,0.00156242
164,50.391,1.02282,0.42407,0.00173,0.92533,0.96351,0.98882,0.74928,0.91793,0.60949,0.00194,0.00156115,0.00156115,0.00156115
165,102.55,1.10905,0.52253,0.00183,0.97762,0.91683,0.98753,0.7593,0.89158,0.57433,0.0019,0.00155988,0.00155988,0.00155988
166,178.617,1.10524,0.50092,0.00193,0.95963,0.92239,0.98794,0.77684,0.81665,0.45067,0.00176,0.0015586,0.0015586,0.0015586
167,284.263,1.05878,0.45547,0.00166,0.96262,0.94383,0.9877,0.77629,0.83171,0.43293,0.0018,0.00155731,0.00155731,0.00155731
168,422.135,1.06741,0.50831,0.00167,0.92281,0.9624,0.98342,0.76228,0.85923,0.45412,0.00187,0.00155602,0.00155602,0.00155602
169,519.847,1.04786,0.46126,0.00188,0.94036,0.92486,0.9816,0.74195,0.91452,0.46472,0.00199,0.00155471,0.00155471,0.00155471
170,662.766,1.02082,0.50999,0.00177,0.94394,0.93614,0.98638,0.74582,0.94845,0.46213,0.00207,0.00155341,0.00155341,0.00155341
171,790.333,1.06276,0.45997,0.00169,0.95009,0.9485,0.98562,0.75773,0.86713,0.44288,0.0019,0.00155209,0.00155209,0.00155209
172,871.016,0.98501,0.46977,0.00168,0.96204,0.93543,0.98875,0.76278,0.89884,0.39626,0.00197,0.00155077,0.00155077,0.00155077
173,906.722,1.02538,0.44192,0.00153,0.94001,0.97121,0.98955,0.76687,0.86392,0.38574,0.00186,0.00154944,0.00154944,0.00154944
174,1019.06,1.01584,0.45823,0.00167,0.96571,0.91885,0.98854,0.77546,0.79601,0.37998,0.00166,0.0015481,0.0015481,0.0015481
175,1068.98,1.01976,0.42605,0.00185,0.96717,0.93118,0.98882,0.76303,0.83861,0.39763,0.00178,0.00154675,0.00154675,0.00154675
176,1102.58,0.9275,0.38984,0.00158,0.96301,0.96035,0.99048,0.75548,0.88715,0.41039,0.00191,0.0015454,0.0015454,0.0015454
177,1134.96,1.07629,0.49463,0.00176,0.95725,0.96889,0.98927,0.7478,0.91565,0.42136,0.00196,0.00154405,0.00154405,0.00154405
178,1167.55,0.9492,0.41338,0.00177,0.9469,0.96608,0.98944,0.7532,0.92039,0.37435,0.00203,0.00154268,0.00154268,0.00154268
179,1199.13,0.95505,0.43748,0.0016,0.96793,0.94932,0.99073,0.74839,0.96002,0.37448,0.00214,0.00154131,0.00154131,0.00154131
180,1231.27,1.0083,0.43081,0.00174,0.94934,0.96405,0.99041,0.7613,0.93123,0.36773,0.00205,0.00153993,0.00153993,0.00153993
181,1264.83,1.01099,0.50686,0.00179,0.98003,0.98267,0.99234,0.7912,0.82862,0.3462,0.00176,0.00153854,0.00153854,0.00153854
182,1299.43,1.11235,0.51248,0.00169,0.96992,0.97933,0.9918,0.79778,0.78183,0.35921,0.00163,0.00153715,0.00153715,0.00153715
183,1335.52,0.95737,0.44769,0.00159,0.94857,0.96663,0.99071,0.7979,0.75475,0.36157,0.00156,0.00153575,0.00153575,0.00153575
184,1371.71,1.00267,0.39798,0.00158,0.92869,0.97371,0.98827,0.7853,0.78611,0.41412,0.00169,0.00153435,0.00153435,0.00153435
185,1407.68,0.93555,0.42528,0.00153,0.93384,0.96318,0.98808,0.78731,0.81484,0.41432,0.00176,0.00153293,0.00153293,0.00153293
186,1444.56,1.04696,0.49503,0.00181,0.9416,0.96809,0.98797,0.78652,0.79714,0.38228,0.00168,0.00153151,0.00153151,0.00153151
187,1482.37,1.04674,0.45795,0.00172,0.97505,0.94396,0.98925,0.79126,0.80562,0.37113,0.0017,0.00153009,0.00153009,0.00153009
188,1520.97,0.94832,0.41632,0.00161,0.96767,0.94539,0.98956,0.78483,0.82889,0.37804,0.00177,0.00152865,0.00152865,0.00152865
189,1560.16,1.0208,0.51286,0.00169,0.97412,0.94144,0.99026,0.79608,0.80317,0.36744,0.0017,0.00152721,0.00152721,0.00152721
190,1600.51,0.91148,0.37407,0.0016,0.97209,0.93513,0.98884,0.79656,0.79023,0.38175,0.00169,0.00152577,0.00152577,0.00152577
191,1641.55,0.98516,0.43361,0.00165,0.94067,0.95931,0.98819,0.77277,0.84913,0.39676,0.00182,0.00152431,0.00152431,0.00152431
192,1682.44,0.98314,0.44882,0.00155,0.97136,0.95437,0.99197,0.77881,0.83663,0.3653,0.00176,0.00152285,0.00152285,0.00152285
193,1719.98,0.95398,0.38061,0.00153,0.98418,0.96428,0.99109,0.78704,0.78858,0.36196,0.00164,0.00152139,0.00152139,0.00152139
194,1755.9,0.89992,0.37636,0.00162,0.98329,0.97016,0.99188,0.78988,0.80302,0.36254,0.00169,0.00151991,0.00151991,0.00151991
195,1791.54,1.02347,0.43731,0.00162,0.98316,0.97341,0.99266,0.76989,0.9132,0.37681,0.00197,0.00151843,0.00151843,0.00151843
196,1826.24,1.03936,0.43755,0.00176,0.98158,0.96608,0.99241,0.75233,0.96373,0.38709,0.00204,0.00151694,0.00151694,0.00151694
197,1862.17,1.06308,0.42622,0.0019,0.99567,0.94109,0.99082,0.78379,0.84293,0.36697,0.00175,0.00151545,0.00151545,0.00151545
198,1896.97,0.90365,0.38644,0.00153,0.94071,0.94217,0.98559,0.79093,0.80671,0.38104,0.00174,0.00151395,0.00151395,0.00151395
199,1932.38,0.95814,0.40371,0.00174,0.91899,0.9493,0.982,0.7768,0.84997,0.39737,0.00186,0.00151244,0.00151244,0.00151244
200,1971.54,1.02774,0.45183,0.00167,0.923,0.96764,0.98716,0.77451,0.85281,0.41346,0.00186,0.00151093,0.00151093,0.00151093
201,2010.93,0.97857,0.41199,0.00178,0.91725,0.9718,0.98849,0.76524,0.86883,0.39408,0.00184,0.00150941,0.00150941,0.00150941
202,2048,1.04694,0.44827,0.00173,0.93595,0.99051,0.98901,0.77298,0.81557,0.38432,0.00169,0.00150788,0.00150788,0.00150788
203,2085.27,0.91294,0.38099,0.00163,0.96288,0.97933,0.99126,0.78816,0.80154,0.36033,0.00166,0.00150635,0.00150635,0.00150635
204,2121.11,0.93505,0.3986,0.0015,0.96308,0.98081,0.99233,0.78325,0.84687,0.34738,0.00176,0.00150481,0.00150481,0.00150481
205,2156.41,0.95268,0.38609,0.00158,0.97337,0.9773,0.99186,0.76602,0.89352,0.355,0.00184,0.00150326,0.00150326,0.00150326
206,2191.09,1.01335,0.43704,0.00171,0.97495,0.96046,0.99217,0.77362,0.87644,0.34411,0.00181,0.00150171,0.00150171,0.00150171
207,2226.23,1.01669,0.42323,0.00175,0.98128,0.9699,0.99363,0.78512,0.8472,0.32368,0.00175,0.00150015,0.00150015,0.00150015
208,2263.91,0.95444,0.38663,0.00168,0.96815,0.96237,0.99254,0.7851,0.84728,0.33444,0.0018,0.00149858,0.00149858,0.00149858
209,2300.32,1.01092,0.39226,0.00159,0.97171,0.97933,0.99316,0.79948,0.7901,0.31373,0.00166,0.00149701,0.00149701,0.00149701
210,2337.01,0.94611,0.37957,0.00148,0.96116,0.95108,0.99133,0.7853,0.8045,0.31225,0.00172,0.00149543,0.00149543,0.00149543
211,2372.72,0.95905,0.39859,0.00168,0.95829,0.97696,0.99239,0.79655,0.79174,0.30896,0.00168,0.00149384,0.00149384,0.00149384
212,2408.11,0.92037,0.4006,0.00154,0.99354,0.94498,0.99223,0.78828,0.80953,0.3345,0.00169,0.00149225,0.00149225,0.00149225
213,2444.21,0.95909,0.37284,0.00159,0.96538,0.97551,0.99278,0.7887,0.80665,0.32463,0.00168,0.00149065,0.00149065,0.00149065
214,2481.19,0.96333,0.36234,0.0016,0.96602,0.9813,0.99302,0.81789,0.7216,0.30596,0.00149,0.00148905,0.00148905,0.00148905
215,2517.53,0.98651,0.41026,0.00161,0.97326,0.98229,0.99353,0.82297,0.69281,0.30329,0.00143,0.00148744,0.00148744,0.00148744
216,2554.37,0.92727,0.38225,0.00147,0.96811,0.9888,0.9934,0.8028,0.753,0.31249,0.00159,0.00148582,0.00148582,0.00148582
217,2589.83,1.02469,0.44231,0.0018,0.98089,0.9927,0.99445,0.80542,0.75419,0.30431,0.00157,0.00148419,0.00148419,0.00148419
218,2626.05,0.8863,0.3488,0.00155,0.9943,0.98433,0.99472,0.82862,0.71966,0.28169,0.00147,0.00148256,0.00148256,0.00148256
219,2661.85,0.95692,0.36582,0.00153,0.98812,0.98126,0.99421,0.7992,0.81655,0.30451,0.00173,0.00148093,0.00148093,0.00148093
220,2698.39,1.07941,0.39449,0.00167,0.96683,0.99236,0.99284,0.76431,0.8998,0.35419,0.00188,0.00147928,0.00147928,0.00147928
221,2734.99,1.08185,0.41253,0.00177,0.97946,0.98633,0.99251,0.75419,0.93736,0.34912,0.00197,0.00147764,0.00147764,0.00147764
222,2772.46,1.05836,0.40484,0.00186,0.96633,0.98495,0.99278,0.76068,0.90152,0.34386,0.002,0.00147598,0.00147598,0.00147598
223,2810.03,1.08001,0.3906,0.00184,0.98419,0.96696,0.99212,0.76637,0.85835,0.34151,0.00187,0.00147432,0.00147432,0.00147432
224,2846.98,1.02238,0.38403,0.0015,0.96769,0.96828,0.99047,0.7811,0.83682,0.36469,0.00171,0.00147265,0.00147265,0.00147265
225,2883.33,0.97021,0.43046,0.00172,0.95756,0.96608,0.99058,0.76144,0.92811,0.38156,0.00189,0.00147098,0.00147098,0.00147098
226,2919.53,1.05794,0.40199,0.00175,0.94159,0.97349,0.99024,0.81214,0.75146,0.31117,0.00156,0.0014693,0.0014693,0.0014693
227,2956.22,1.09131,0.39934,0.00166,0.96715,0.96428,0.99222,0.80585,0.77344,0.30793,0.00161,0.00146761,0.00146761,0.00146761
228,2993.67,0.9909,0.41141,0.00155,0.99383,0.97371,0.994,0.78396,0.83482,0.30858,0.00172,0.00146592,0.00146592,0.00146592
229,3031.56,0.99439,0.40388,0.00163,0.99424,0.9675,0.99347,0.77635,0.9014,0.32462,0.00187,0.00146422,0.00146422,0.00146422
230,3071.24,1.00992,0.36757,0.00151,0.95946,0.9784,0.99282,0.78105,0.84113,0.32849,0.00179,0.00146251,0.00146251,0.00146251
231,3111,0.97619,0.41396,0.00168,0.95292,0.98767,0.9922,0.78884,0.81643,0.32036,0.00173,0.0014608,0.0014608,0.0014608
232,3150.01,0.92081,0.3647,0.00159,0.96911,0.97191,0.99252,0.79234,0.83953,0.33527,0.00176,0.00145908,0.00145908,0.00145908
233,3186.49,0.96745,0.40142,0.00168,0.98275,0.97096,0.99236,0.81318,0.7716,0.30779,0.00161,0.00145736,0.00145736,0.00145736
234,3221.98,0.93446,0.37173,0.00153,0.9906,0.95903,0.99309,0.81989,0.71121,0.29038,0.00147,0.00145563,0.00145563,0.00145563
235,3255.79,0.92061,0.39393,0.00156,0.98337,0.95808,0.99261,0.81542,0.74476,0.31097,0.00156,0.00145389,0.00145389,0.00145389
236,3290.19,0.87714,0.35342,0.00144,0.98459,0.95423,0.99153,0.79703,0.80043,0.32374,0.0017,0.00145215,0.00145215,0.00145215
237,3325.66,0.88102,0.35644,0.00152,0.9863,0.95708,0.99168,0.79948,0.79776,0.32247,0.0017,0.00145041,0.00145041,0.00145041
238,3360.7,0.98663,0.37798,0.00151,0.9881,0.95046,0.9913,0.80797,0.74958,0.30765,0.0016,0.00144865,0.00144865,0.00144865
239,3396.57,0.8453,0.34248,0.0017,0.97861,0.95946,0.99114,0.81716,0.74426,0.30687,0.0016,0.00144689,0.00144689,0.00144689
240,3432,0.9479,0.40695,0.00161,0.95306,0.9696,0.99113,0.79656,0.82107,0.33055,0.00173,0.00144513,0.00144513,0.00144513
241,3467.04,0.90063,0.34983,0.00155,0.96216,0.96428,0.99136,0.80207,0.81892,0.32361,0.00171,0.00144335,0.00144335,0.00144335
242,3501.9,0.90355,0.38225,0.00149,0.98679,0.95866,0.99189,0.78883,0.85632,0.32517,0.00177,0.00144158,0.00144158,0.00144158
243,3536.89,1.01197,0.39798,0.00169,0.9838,0.9473,0.99108,0.79253,0.82047,0.32094,0.0017,0.00143979,0.00143979,0.00143979
244,3572.51,1.01439,0.36507,0.00166,0.98004,0.96809,0.99225,0.81589,0.75697,0.31584,0.00157,0.001438,0.001438,0.001438
245,3607.63,0.9023,0.38527,0.00157,0.97649,0.98634,0.99216,0.80216,0.80415,0.32397,0.00168,0.00143621,0.00143621,0.00143621
246,3643.44,0.87708,0.37565,0.00156,0.9813,0.96363,0.99096,0.81362,0.76585,0.31029,0.0016,0.00143441,0.00143441,0.00143441
247,3679.9,0.94803,0.37257,0.00155,0.99318,0.97371,0.99306,0.82023,0.75113,0.2961,0.00156,0.0014326,0.0014326,0.0014326
248,3718.75,0.91669,0.41374,0.00149,0.96555,0.9836,0.99166,0.80541,0.79507,0.31368,0.00169,0.00143079,0.00143079,0.00143079
249,3760.55,0.94046,0.369,0.00161,0.97986,0.9761,0.99177,0.79913,0.82318,0.32188,0.00176,0.00142897,0.00142897,0.00142897
250,3798.39,0.86396,0.35736,0.00157,0.97378,0.97706,0.99109,0.81784,0.73028,0.3137,0.0015,0.00142714,0.00142714,0.00142714
251,3837.25,0.92958,0.3558,0.00165,0.95506,0.99366,0.99188,0.81167,0.76371,0.3313,0.00159,0.00142531,0.00142531,0.00142531
252,3874.33,0.93653,0.33167,0.00157,0.98296,0.94107,0.99149,0.78909,0.82013,0.36256,0.00176,0.00142348,0.00142348,0.00142348
253,3910.13,0.9333,0.38303,0.00165,0.9842,0.96644,0.99195,0.80395,0.79982,0.33759,0.00171,0.00142164,0.00142164,0.00142164
254,3944.86,1.0023,0.39941,0.00162,0.96534,0.95353,0.99093,0.80754,0.78403,0.34755,0.00162,0.00141979,0.00141979,0.00141979
255,3978.22,0.98391,0.32832,0.00157,0.95326,0.96248,0.99009,0.80774,0.77341,0.34075,0.00161,0.00141794,0.00141794,0.00141794
256,4011.67,0.90805,0.36028,0.00151,0.92065,0.99615,0.9894,0.81603,0.75023,0.32845,0.00156,0.00141608,0.00141608,0.00141608
257,4045.91,0.98623,0.36639,0.00163,0.91586,0.98756,0.9886,0.79854,0.8019,0.35152,0.00172,0.00141421,0.00141421,0.00141421
258,4080.1,0.9879,0.38311,0.00166,0.92184,0.97458,0.98986,0.80262,0.7988,0.34278,0.00172,0.00141234,0.00141234,0.00141234
259,4114.65,0.86081,0.36852,0.00148,0.96053,0.95103,0.99061,0.81871,0.7158,0.31799,0.00148,0.00141047,0.00141047,0.00141047
260,4149.44,1.01359,0.35594,0.00167,0.97799,0.95786,0.9911,0.80121,0.75476,0.3149,0.00156,0.00140859,0.00140859,0.00140859
261,4185.33,0.93764,0.37261,0.00172,0.9666,0.95149,0.98909,0.80937,0.73111,0.3183,0.00151,0.0014067,0.0014067,0.0014067
262,4217.92,0.9348,0.37813,0.00152,0.93822,0.96608,0.98747,0.79687,0.81416,0.33641,0.00173,0.00140481,0.00140481,0.00140481
263,4249.33,0.83015,0.32691,0.00139,0.95692,0.96499,0.98979,0.80429,0.78952,0.31405,0.00169,0.00140291,0.00140291,0.00140291
264,4280.95,0.93214,0.35152,0.00141,0.96126,0.97057,0.99119,0.80436,0.76011,0.29657,0.00163,0.00140101,0.00140101,0.00140101
265,4312.82,0.92086,0.33861,0.00142,0.9789,0.95649,0.99178,0.8019,0.78265,0.3029,0.00168,0.0013991,0.0013991,0.0013991
266,4345.31,0.8722,0.36065,0.00147,0.97667,0.94157,0.98813,0.78754,0.82745,0.34904,0.00178,0.00139718,0.00139718,0.00139718
267,4377.32,0.93651,0.34451,0.00168,0.94512,0.9699,0.9901,0.78841,0.83453,0.32372,0.00184,0.00139526,0.00139526,0.00139526
268,4410.35,0.95371,0.35759,0.00153,0.96877,0.96428,0.99082,0.81418,0.75666,0.29809,0.00164,0.00139334,0.00139334,0.00139334
